上架日期,申請人數,公司名稱,description,縣市,職稱,工作編號,經度,緯度,major,學歷要求,是否遠距,薪資下限,是否積極徵才,員工人數,搜尋關鍵字,薪資是否為面議,是否要求特定major,八大產業,公司規模,工作經驗,專長工具
20250716,16,博晶醫電股份有限公司,"工作職責：
1.  數據分析與質量控制：
     ‧  監控算法在不同訊號環境中的表現，確保持續的質量和穩定性。
     ‧  分析測試結果，識別並報告算法缺陷和性能瓶頸。
2.  演算法驗證與測試：
         ‧  撰寫自動化測試腳",新北市,資料分析工程師,14098922,24.9842565,121.5401405,"['數學及電算機科學學科類', '統計學相關']",大學,無遠距,40000,1,70,數據工程,1,1,資訊科技業,中型,1年以上,"Python, Excel"
20250718,3,聯合通商電子商務股份有限公司,"(本職務主要為技術專長的工作)
1.  資料倉儲系統之程式設計及開發
2.  負責專案之程式開發與測試及Code review；包含撰寫SQL/SP及使用ETL工具對資料進行處理、建置資料倉儲，並進行UT測試，撰寫驗證報告
3.   配合專案需求執行系統導入及上線
4.   協助已上線系統保固維護作業
",台北市,資料工程師 (DW),11987457,25.0522712,121.5305436,[],專科,無遠距,40000,0,50,數據工程,1,0,資訊科技業,中型,2年以上,"MS SQL, MySQL, Oracle, Data Modeling"
20250714,15,統一超商股份有限公司,"好的溝通與團隊合作能力，願意與資料工程、行銷、產品團隊學習與協作。
● 能理解業務需求，執行基礎問題排查與解決。",台北市,統一超商資料工程師(客戶資料平台CDP),14606290,25.046869,121.5666629,"['資訊工程相關', '其他數學及電算機科學相關']",大學,無遠距,50000,1,8775,數據工程,0,1,批發與零售業,大型,1年以上,
20250716,8,艾奈科技有限公司,"
▍About this role

本職位將負責艾奈科技遊戲平台的大數據架構設計與維運，協助打造高效、穩定且能支持即時決策的數據生態系。你將與營運、行銷與廣告團隊緊密合作，主動發掘資料需求並提出創新解決方案，是推動資料驅動文化的關鍵角色。

▍",台北市,Data Engineer,13747095,25.0415595,121.5630013,[],大學,無遠距,83333,0,120,數據工程,0,0,資訊科技業,中型,3年以上,"Linux, UNIX, Python, JavaScript, Hive"
20250709,32,仁寶電腦工業股份有限公司,"1.熟悉數據資料倉儲與數據湖概念，進行數據清洗、資料整備等相關數據轉換與整合。 
2.熟悉數據工程的ETL流程，處理數據開發、自動化、測試、監控、佈署等相關技術解決方案。 
3.規劃與建置與維護資料治理平台、負責並管理維護資料治理平台
4.維運和",台北市,PD0765 資料工程師(內湖),14357798,25.0799209,121.5681287,"['資訊工程相關', '其他數學及電算機科學相關', '電機電子工程相關']",大學,無遠距,40000,0,9000,數據工程,1,1,製造業,大型,2年以上,
20250718,2,二十一世紀數位科技股份有限公司,"我們正在建置公司內外部共用的資料服務平台，結合大數據與AI的技術，建立智慧化與自動化的資料檢索與分析功能，協助公司內部進行資料營運並且以數據分析結果協助管理層進行決策支援。

此職務需要協助公司維運並建立資料團隊共用的雲端軟硬體架構、資料分析環境",台北市,軟體工程師【數據科學】,14683404,25.041788,121.5652869,['資訊工程相關'],大學,無遠距,40000,0,100,數據工程,1,1,資訊科技業,中型,2年以上,"Git, Linux, Microsoft Azure, C#, Python"
20250715,9,台盈資訊科技有限公司,"職務內容：
1. 開發和維護數據處理工具，以支持我們的數據處理和分析需求。
2. 使用SQL Server和PostgreSQL等數據庫系統進行數據存儲和查詢操作。
3. 使用Scrapy爬蟲框架從網站和API中提取數據。
4. 使用Pandas",台北市,資料工程師,11410377,25.0565253,121.5483126,[],大學,無遠距,40000,0,80,數據工程,1,0,資訊科技業,中型,1年以上,"Github, Python, MS SQL, PostgreSQL, Excel"
20250715,7,亞勤科技股份有限公司,我們正在尋找一位對金融市場熟悉的資料科學家，協助分析大規模交易數據、報價資料、新聞事件與異常行為，並運用統計與機器學習技術建立市場預測、風險警示與異常偵測模型。此角色將與量化研究員、交易團隊及資料工程團隊密切合作，打造高度自動化與智慧化的資料驅動,台北市,資料科學家,14673485,25.0576226,121.6130682,"['數理統計相關', '應用數學相關', '財稅金融相關']",大學,無遠距,40000,0,20,數據工程,1,1,資訊科技業,小型,2年以上,"PL/SQL, ETL, Python"
20250718,15,葳誠科技有限公司,"相關的問題，及時提供解決方案和支持，以最大限度地減少停機時間和中斷



所需技能：

· 本科以上學歷（資訊科技、電腦科學、軟體工程、工業工程、應用數學、統計學、管理學）

· 擁有 3 年使用 Microsoft SQL Server",台中市,"Data Engineer(台北,台中,台南)目前急需的是地端環境（SQL SSIS）",14590738,24.2041283,120.6101573,[],大學,無遠距,70000,1,25,數據工程,0,0,資訊科技業,小型,3年以上,"Python, ETL, MySQL, MS SQL, Tableau, Power BI​"
20250717,2,新加坡商譽佳有限公司台灣分公司,"Job Title: Data Engineer – Customer Data Platform Integration
Location: Taipei or Fully Remote
Languages: Mandarin (required)

Job Overview:
Join a high-impact project integrating a Customer Data Platform (CDP) with a local data provider for a leading company in the marketing and advertising industry. This role requires a skilled Data Engineer with strong data pipeline and architecture experience to drive system integration and ensure robust data processing workflows.

Key Responsibilities:
- Design and implement scalable data pipelines to integrate CDP with external data sources.
- Develop and maintain workflows using Spark, Airflow, and SQL.
- Collaborate with cross-functional teams to define data architecture and processing standards.
- Monitor data quality and pipeline performance, ensuring system reliability and scalability.
- Troubleshoot and optimize existing data processes.
- Document technical solutions and provide knowledge transfer to internal teams.

Requirements:
- 5+ years of experience as a Data Engineer or in a similar data-intensive role.
- Proficiency in Spark, Airflow, SQL, and Python.
- Strong understanding of system architecture and data integration practices.
- Experience working with large-scale data systems and ETL/ELT processes.
- Fluency in Mandarin.

Bonus:
Be part of a strategic integration project with real market impact, offering flexibility with a remote work setup and the chance to shape data infrastructure for a prominent digital marketing platform.",台北市,Data engineer for CDP integration,14744439,25.0249441,121.5433783,[],大學,混和,40000,1,,數據工程,1,0,服務與專業顧問業,未知,4年以上,
20250715,9,銓鍇國際股份有限公司,"1. 開發和優化數據處理流程: 使用 Python 和 Apache Spark 進行數據清洗、轉換和建模，提升處理大規模數據集的效率。
2. 設計和維護與優化data pipelines。
3. 管理和維護 MongoDB 和 Data",新北市,資料工程師/後端工程師,14099353,24.99671,121.4859592,[],專科,無遠距,40000,1,80,數據工程,1,0,資訊科技業,中型,不拘,"Scala, Hive, Tableau, Django, Node.js, AWS, RDBMS, PostgreSQL, Oracle, MySQL, Python, Java, Git, Jenkins, Github"
20250711,33,LINE Bank_連線商業銀行股份有限公司,"透過完整的數據架構、數據模型、數據字典以及數據品質的規劃，加上日常持續穩定的維運大數據分析以及營運平台、行銷活動管理平台、績效管理平台、數據探索以及商業分析平台等應用平台，以達成數據治理以及數據應用的角色。
",台北市,(LINE Bank) Data Engineer_資料工程師 (歡迎社會新鮮人),14646606,25.077132,121.5743966,"['資訊工程相關', '資訊管理相關', '數理統計相關']",碩士,無遠距,40000,1,,數據工程,1,1,金融與保險業,未知,1年以上,
20250623,11,華邦電子股份有限公司,"相關 、 

What you can do
資料工程團隊是企業數據基礎架構的建設者，專注於開發高效穩定的數據處理流程與平台，支撐各部門數據應用的需求。作為華邦的資料工程夥伴，你將負責設計、建置並維護大規模數據平台，處理結構化與非結構化數據，確保",新竹縣,華邦電子2025校園徵才-(竹北/中科)軟體類_資料工程師,14374972,24.8068013,121.037803,"['資訊工程相關', '資訊管理相關', '數理統計相關']",大學,無遠距,40000,0,2800,數據工程,1,1,資訊科技業,大型,不拘,
20250623,17,華邦電子股份有限公司,"
立即填寫完整履歷投遞華邦電子2025校園徵才職缺，將有機會讓你Win在起跑點、提早卡位！ 

華邦電子2025校園徵才-(竹北/中科)軟體類_大數據分析及演算法開發工程師 
工作地點：中科(台中市大雅區中部科學園區科雅一路8號) 
科系類別：資訊",台中市,華邦電子2025校園徵才-(竹北/中科)軟體類_大數據分析及演算法開發工程師,14375020,24.2121045,120.6199474,"['資訊工程相關', '資訊管理相關', '數理統計相關']",大學,無遠距,40000,0,2800,數據工程,1,1,資訊科技業,大型,不拘,
20250716,21,鷹翔有限公司," Python 與 BigQuery SQL 為 AI 應用設計、開發及維護資料處理流程，確保機器學習模型可獲取高品質資料。
- ETL/ELT 工作流程構建
 建立並優化 ETL/ELT 流程，確保資料自動化處理與數據一致性。
- RAG 系統實作
 應",台北市,Python 工程師  – 資料科學/AI 應用方向,14538573,25.0542373,121.5495028,[],大學,無遠距,75000,1,25,數據工程,0,0,資訊科技業,小型,3年以上,"Python, ETL, Github, AWS, Cloud"
20250715,6,紫式大數據決策股份有限公司,"
3.	撰寫專案與技術文件，並持續精進模組技術。
4.   持續研究AI技術於產業端節能減碳應用，提升技術影響力與支持業務發展。

【我們在尋找這樣的你】
1.	擁有計算機科學、數據科學、軟體工程或人工智慧相關領域碩士學位。
2.	熱愛",新竹市,節能減碳資料科學工程師,13547836,24.7966821,120.997601,"['工業工程相關', '資訊工程相關', '資訊管理相關']",大學,混和,40000,0,12,數據工程,1,1,服務與專業顧問業,小型,不拘,"Git, Python"
20250505,27,華碩電腦股份有限公司,"1.?建構Data Pipeline，整合內外部資料源，設計前處理與數據流程
2. 設計與管理資料庫，確保資料整合效率
3. 分析業務需求，規劃專屬AI應用場景與解決方案
4.?與內外團隊合作，將需求轉為可落地的AI專案並執行
5.?持續",台北市,RD20427 數據分析工程師,11424223,25.1151759,121.515018,[],大學,無遠距,40000,1,,數據工程,1,0,製造業,未知,不拘,"Python, MS SQL, MySQL"
20250717,2,ADBest_帆晴股份有限公司,"Looker Studio，能夠建立自動化客製視覺化報告，包括關鍵績效指標(KPI)、各渠道詳細數據、行銷漏斗、RFM模型等。

4.瞭解Ahrefs、SimilarWeb等工具，進行深入的市場分析、競爭分析和產業研究，掌握品牌機遇、市場趨勢。

5.溝",台北市,【ADB 數位行銷】行銷資料分析師,13861299,25.0429606,121.5440478,[],專科,無遠距,40000,1,35,數據工程,0,0,資訊科技業,小型,1年以上,"Excel, PowerPoint, Tableau, Google Analytics, Google Tag Manager, SimilarWeb, Google Data Studio"
20250718,0,Gogoro Taiwan Limited_睿能創意股份有限公司,"Position Impact:

    The Data Scientist turns business questions into data problems—and data problems into actionable solutions. This role requires not only building accurate and interpretable models, but also understanding the business context deeply enough to ask the right questions, define meaningful metrics, simulate possible outcomes, and recommend the best path forward.
    At Data Office, the Data Scientist works closely with analysts, engineers, and business stakeholders to solve problems using structured data. You are expected to work with curated datasets to build training pipelines, define appropriate evaluation methods, and ensure that model results are explainable. You’ll engage in exploratory data analysis to identify patterns, detect anomalies, and uncover insights that might otherwise go unnoticed. Your work supports decision-making through prediction and simulation.
    The ideal candidate is analytical, curious, and outcome-oriented. You bring strong Python skills, hands-on experience with data manipulation tools like Pandas, and a solid understanding of statistics and machine learning. You are able to clearly communicate model results to diverse audiences, take full ownership of your work, and collaborate effectively within cross-functional teams.

Roles & Responsibilities:

1. Conduct exploratory data analysis to identify patterns, anomalies, and potential opportunities.
2. Develop and implement models or methodologies to solve a wide range of business problems, such as customer behavior prediction, battery management, and charging station deployment.
3. Develop modeling pipelines—from feature engineering, model training and selection to model deployment.
4. Design validation strategies and ensure the robustness of model outputs.
5. Interpret model forecasting into business-relevant insights, assumptions, and trade-offs.",台北市,Data Office_Data Scientist,13420444,25.0487974,121.5454745,[],大學,無遠距,40000,1,2000,數據工程,1,0,製造業,大型,3年以上,"Python, MS SQL, scikit-learn, PyTorch, tensorflow"
20250715,2,英屬開曼群島商萬里雲互聯股份有限公司台灣分公司,"【About the Role】

We are looking for a hands-on Data Engineer with strong expertise in the AWS data ecosystem to support the design, development, and optimization of modern data pipelines. This role is ideal for a data engineer who thrives in a fast-paced environment and enjoys working with scalable cloud-native data architectures. 

You will be instrumental in building and orchestrating ETL/ELT workflows, managing data models, and enabling data insights for business users through reliable pipelines and infrastructure. 


【Responsibilities】

● Design, develop, and optimize data pipelines using AWS services such as: 
    ○ AWS Glue, Step Functions, Lambda, S3, Athena, Redshift, and CloudFormation 
● Implement and maintain scalable ETL/ELT frameworks and workflows. 
● Build and manage data lakes and data warehouse environments. 
● Collaborate with analytics and business teams to translate requirements into data solutions. 
● Write robust and reusable code in Python, SQL, and dbt. 
● Monitor and ensure data quality, availability, and pipeline reliability. 
● Maintain infrastructure as code using CloudFormation or Terraform (preferred). 
● Participate in troubleshooting, performance tuning, and pipeline optimization. 
● Support the team in dashboard data modeling and backend logic for tools like Tableau, QuickSight, or Power BI. 


【Qualifications & Skills 】

● Over 5 years of experience in data engineering with a focus on cloud-based data platforms. 
● Hands-on experience with AWS data services (Glue, Lambda, Step Functions, S3, Athena, Redshift). 
● Strong programming and scripting experience in Python and SQL. 
● Experience working with dbt for transformation logic (preferred). 
● Experience with Data Lake / Data Warehouse platforms (e.g., Snowflake, Databricks, Redshift). 
● Familiarity with CloudFormation, Terraform, or other IaC tools (a bonus). 
● Experience integrating with BI tools such as Tableau, QuickSight, or Power BI (preferred). 
● Strong communication skills and the ability to collaborate with cross-functional teams. 
● Strong problem-solving and debugging skills.


【備註】
此職務須駐點至客戶端 (每周2-4天左右)，位於台北市南港區。",台北市,資深資料工程師 Senior Data Engineer (AWS),14596750,25.0409201,121.5720055,[],大學,無遠距,40000,0,200,數據工程,1,0,資訊科技業,大型,5年以上,"Cloud, AWS, Tableau, Power BI​"
20250716,29,欣興電子股份有限公司,"1. 生產數據視覺化及網頁開發
2. 運用大數據資料分析技術，提供各項生產優化建議
3. 運用統計分析方法及機器學習提出適合演算模型

#Python
#機器學習 Machine Learning
#大數據 Big Data",桃園市,【工業4.0／智慧製造】智慧製造數據分析工程師 (山鶯廠區),11129472,24.9817929,121.3304604,"['工業工程相關', '數理統計相關', '資訊工程相關']",碩士,無遠距,41000,1,15000,數據工程,0,1,製造業,大型,1年以上,"Python, R, MS SQL, HTML, CSS"
20250716,13,竑騰科技股份有限公司,"1. C++,C#, Python, PyTorch程式設計撰寫。
2. 深度學習與影像分析演算法開發。",高雄市,AI數據分析與演算法開發工程師,4090604,22.7268,120.2975,"['資訊工程相關', '其他數學及電算機科學相關', '電機電子工程相關']",大學,無遠距,50000,0,136,數據工程,0,1,製造業,中型,1年以上,"C#, C++, Python, Visual C#, Visual C++"
20250711,3,三立電視台_三立電視股份有限公司,"三立電視，為三立集團旗下媒體公司是台灣大型有線電視全媒體頻道。集團下還有多個事業體，跨足電商平台。我們希望應用AI的技術，在海量的訊息中找尋有價值的資料，提高用戶的體驗及便捷度

工作內容：
1.熟悉linux系統,略懂AWS架構以及實際操作經驗(至少了解Ec2,s3)
2.資料探勘及視覺化(Numpy,Pandas,Matplotlib,Seaborn)
3.後端程式開發及維護(python,flask,fastapi,Restful API)
4.ai工具應用(chatgpt,gemini,langchain,stable diffusion)
5.具備爬蟲相關經驗（selenium,scrapy）
6.具備團隊精神並有獨立解決問題的能力
7.具跨組別的溝通能力以及對資料的理解力
",台北市,資料工程師(資訊部),10700337,25.061529,121.578688,[],專科,無遠距,40000,0,1500,數據工程,1,0,服務與專業顧問業,大型,1年以上,"Python, MySQL, AWS"
20250717,6,新加坡商艾得克有限公司台灣分公司,"職責:
協助集團系統創新經理進行數位轉型專案的研究與執行。
整合各類電子商務平台與ERP系統，確保數據高效同步並實現工作流程自動化。
建立並維護數據可視化儀表板，使用 Google Looker Studio 或 Microsoft Power",台北市,【精品代理】資料分析師 Data Analyst 商業分析居多 徵才!!,14505360,25.0249441,121.5433783,[],大學,無遠距,83333,0,90,數據工程,0,0,服務與專業顧問業,中型,3年以上,
20250715,3,紫式大數據決策股份有限公司,"
3.	撰寫專案/技術文件，持續精進模組化技術。
4.   持續研究AI技術於產業端製程優化應用，提升技術影響力與支持業務發展。

【我們在尋找這樣的你】
1.	擁有計算機科學、數據科學、軟體工程或人工智慧相關領域碩士學位。
2.	熱愛",新竹市,製程優化資料科學工程師,12834234,24.7966821,120.997601,"['統計學相關', '資訊工程相關', '工業工程相關']",碩士,混和,40000,0,12,數據工程,1,1,服務與專業顧問業,小型,不拘,"Git, Python"
20250717,3,玉山銀行_玉山商業銀行股份有限公司,"1.建置與優化巨量結構化資料、半結構、非結構化資料的資料管線
2.建置不同類型的 data infra/pipeline，並設計部署策略、監控機制，以確保服務穩定性
3.評估與導入 modern data stack，用以解決以下問題：data governance, data quality, MLOps
4.優化開發者體驗，解決資料科學家開發與部署會遇到的問題

104僅供職缺參考，若您對此職缺有興趣，請至本行「玉山菁英甄選網站」投遞履歷，如書審通過，後續將邀請您參加面談。謝謝！
【網址：https://esnhr.pse.is/394b2n 】 ",台北市,【金融科技】資料工程師 Data Engineer(經驗行員),13144679,25.058201,121.5464483,"['資訊管理相關', '數學及電算機科學學科類', '資訊工程相關']",大學,無遠距,40000,0,8000,數據工程,1,1,金融與保險業,大型,3年以上,
20250716,5,緯穎科技服務股份有限公司,"【工作內容】
1. 使用雲端開發技術運用 PaaS, SaaS服務開發 (Azure, AWS)
2. 維護及開發數據平台及系統 (ELT, Big data, streaming process)
3. 需求及架構分析設計、開發
4. 主管交辦",新北市,AJ5-資深雲端資料工程師,11991794,25.060396,121.64793,"['資訊管理相關', '資訊工程相關', '電機電子工程相關']",大學,無遠距,40000,0,3000,數據工程,1,1,製造業,大型,5年以上,"Java, Python"
20250703,6,台灣美光(台灣美光晶圓科技股份有限公司/台灣美光記憶體股份有限公司/美商美光亞太科技股份有限公司台灣分公司),"Job Description
As a SMAI (Smart Manufacturing AI) OI (Operations Intelligence) – Scheduling and Simulation, Engineer, at Micron Technology, Inc., you will be part of Micron’s Smart Manufacturing Team comprised of world class talent to innovate End To End Digital Twin solutions through scheduling systems, simulation solutions and data analytics insights to guide and make Fab critical decisions. 
You will be partnering with different departments and the global network of manufacturing sites to enable breakthrough solutions in the business. If you possess a growth mindset and are passionate about providing intelligent and autonomous manufacturing solutions, join us as we evolve the way Micron does our business!

Responsibilities

Design and develop smart manufacturing and AI solutions in advanced factory scheduling, optimization and simulation that enable the achievement of industry leading manufacturing capability.
Develop high quality data analytics and applications that give insights and drive actions to enable management and manufacturing teams to make the right decisions.
Explore new frontier ideas, concepts and technology and apply it to Micron to enable breakthrough solutions.
Work with management, different departments, and global manufacturing sites to identify optimization opportunities and deliver solutions to continuously improve production metrics.
Drive global collaboration, alignment, and benchmarking of scheduling and simulation solutions.
Requirements

Drive to make a difference and passion to explore new frontiers!
Highly motivated, proactive, with a strong work ethic, able to work independently and collaborate effectively with people from different culture backgrounds.
Strong problem-solving skills with logical approach.
Masters/Bachelor’s degree in Industrial Engineering, Operations Research, Computer Science, Computer Engineering, Data Science, other technical disciplines, or equivalent professional work experience.
Programming language: proficient in C#, Python, SQL; experience with Snowflake, Visual studio, Tableau, GIT, Azure DevOps.
Knowledge and experience in optimization strongly preferred.
Knowledge and experience in machine learning, deep learning, reinforcement learning preferred.
Direct experience with factory scheduling, simulation, and application development preferred.
Able and willing to travel overseas",桃園市,"歡迎身心障礙人才投遞 Data Scientist - Operations Intelligence, Scheduling and Simulation Engineer",14722538,25.038858,121.3738703,['資訊工程相關'],碩士,無遠距,40000,0,9000,數據工程,1,1,製造業,大型,不拘,"C#, C++, MS SQL"
20250715,7,POSITIVE GRID_佳格數位科技有限公司,"Positive Grid is a progressive music tech company transforming the world of guitar and music creation through smart, AI-powered experiences. As we evolve into an AI-first organization, we are seeking a Senior Data Analyst who can not only deliver actionable business intelligence but also help architect the next generation of AI-driven analytical systems.

You will play a pivotal role in transitioning our data capability from traditional reporting to intelligent automation, working closely with teams such as E-commerce, Product, Marketing, Logistics, and Finance. This role demands strong initiative, cross-functional collaboration, and a forward-looking mindset to unlock new value through AI.

You’ll be a key contributor in deploying intelligent tools (e.g., ChatGPT, Claude, RooCode, Cline, n8n, and VScode) to enhance decision-making speed, user personalization, and business impact. You will help shape Positive Grid’s analytics-to-AI evolution by embedding smart automation and multi-agent solutions into our data infrastructure



【Typical Account abilities】

1.Collaborate with stakeholders to identify and solve high-impact analytical challenges using AI-driven approaches.

2.Build scalable data workflows using SQL, Python, and AI-enhanced platforms (e.g., n8n, RooCode, Cline, ChatGPT, Claude).

3.Deconstruct abstract business problems and translate them into measurable AI-infused analytics projects.

4.Design and deploy multi-agent AI workflows for automated reporting, anomaly detection, and real-time decision assistance.

5.Present insights to technical and non-technical audiences, integrating AI recommendations for enhanced stakeholder decision-making.

",台北市,【資深資料分析師】Senior Data Analyst,13835185,25.054519,121.5341196,[],大學,無遠距,40000,0,130,數據工程,1,0,資訊科技業,中型,3年以上,"ChatGPT, MySQL"
20250715,15,萬達人工智慧科技股份有限公司,"1. 處理語言數據的清洗、擴充及生成，開發和優化語言數據處理管道以支持多語言數據的預處理與增強，包括中文、英文（優先考量）和日文。
2. 熟悉 熱門資料庫、爬蟲技術以及 資料搜索與版本控制，具備使用 Git 進行數據管理和追?的經驗。
3. 熟練",台北市,資料科學工程師 / Data Scientist Engineer,14368059,25.0582338,121.5450881,[],大學,無遠距,60000,0,30,數據工程,0,0,資訊科技業,小型,不拘,"UNIX, Git, ASP.NET, C++, Python, Visual Studio .net, Prompt, Excel, Data Architect, Data Marts, Hive, SAS, SPSS"
20250714,29,悠遊卡股份有限公司,"1.需求釐清: 依內部需求進行資料模型分析，如資料表增減、欄位增減、規則轉換、調整分析結果，並產出分析文件
2.設定規則: 依分析文件撰寫SQL語法及ETL設定處理，並進行資料驗證
3.平台維運: 日常監控及定期檢查
4.平台串接: 平台與應用系統串接
5.交辦事項

",台北市,資料工程師,14303839,25.0584829,121.6118838,['資訊工程相關'],大學,無遠距,40000,1,,數據工程,1,1,金融與保險業,未知,3年以上,"Excel, PowerPoint, Word"
20250711,40,聯發科技股份有限公司,"1. AI 資料工程師
2. AI 專案管理與執行

1. Data engineering programmer for AI project
2. Planning and execution of AI data engineering",新竹市,AI 資料工程師,14684904,24.7722789,121.0232586,"['資訊工程相關', '資訊管理相關', '企業管理相關']",碩士,無遠距,40000,1,16000,數據工程,1,1,製造業,大型,2年以上,"Python, MS SQL"
20250716,15,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,"1.	以開發機器學習、深度學習、統計與作業研究、大型語言模型等分析模型技術為主，針對台達內外部客戶之數據分析需求提供合適的解決方案。
2.	MLOps service/ Labeling tool等相關工具及環境服務開發維護。
3.	設計、協助及",台北市,數據科學應用工程師_DSM先進運營技術(台北),14652178,25.0742151,121.5778267,"['電機電子工程相關', '資訊工程相關', '應用數學相關']",碩士,無遠距,40000,1,88000,數據工程,1,1,製造業,大型,3年以上,
20250715,10,智邦科技股份有限公司,"一、工作內容：
設計、開發和維護資料處理流程，以支援大型語言模型（LLM）的訓練和推理。
開發和維護API，以支援LLM的應用和服務。
管理和優化資料庫，包括MongoDB和OpenSearch，以確保資料的高效存取和查詢。
二、技能要求：
熟練掌握Python程式設計，能夠編寫高效、可維護的程式碼。
精通SQL，能夠撰寫複雜的查詢語句，進行資料抽取、轉換和載入（ETL）操作。
熟悉RESTful API的設計、開發和維護，能夠與前端或其他服務進行有效的資料交換。
具備大型語言模型（LLM）的實際應用經驗，了解其訓練、微調和部署流程。
熟悉NoSQL資料庫，如MongoDB，能夠進行資料建模、查詢和優化。
了解OpenSearch，能夠配置、管理和優化搜尋引擎，以支援高效的資料檢索。",新竹市,大型語言模型資料工程師 LLM Data Engineer(FI7110),13938765,24.7780661,120.9880905,"['資訊工程相關', '電機電子工程相關']",大學,無遠距,40000,0,3200,數據工程,1,1,製造業,大型,3年以上,
20250715,22,華泰電子股份有限公司,"1.大數據分析(資料清洗、分析、AI相關演算法建立)
2.資料收集與整理(熟悉ETL、Python、C#開發)
3.SQL資料庫管理
4.SPC系統開發維運及修改",高雄市,大數據分析工程師/高級/資深工程師- 資訊中心,14599265,22.7234873,120.3016846,"['資訊管理相關', '資訊工程相關', '數理統計相關']",大學,無遠距,37000,0,5500,數據工程,0,1,製造業,大型,不拘,"C#, Python, MS SQL"
20250716,17,Garena_新加坡商競舞電競有限公司臺灣分公司,Hi，勇者！我們是 Garena 的 Data Team，我們為 Garena 海內外的遊戲規劃、建構並維護資料量達 PB 級別的資料倉儲，並與數據分析師 (Data Analyst) 合作，將遊戲內各項有趣的數據交付各個遊戲營運單位，對遊戲的營,台北市,Garena - Senior Data Engineer 資深資料工程師,14710102,25.0396038,121.5650179,[],大學,無遠距,40000,1,350,數據工程,1,0,資訊科技業,大型,3年以上,"Linux, Java, Python, Scala, hadoop, Hive, ETL, MySQL"
20250708,12,MyGo商學苑_平安房屋仲介股份有限公司,"地產數據做資料擷取、資料清洗ETL，提供商業分析(BI)、機器學習及視覺化處理等使用，開發設計 API 系統提供前台串接，並供專業經紀人與客戶未來作為評估交易的相關資訊。

【條件要求】
1. 良好的溝通、學習、Debug、邏輯思考能力
2.",台北市,【MyGo AI大數據】Proptech/Fintech Python後端工程師/資料科學家,11689827,25.054519,121.5341196,[],專科,無遠距,40000,1,100,數據工程,1,0,服務與專業顧問業,中型,不拘,"Python, ETL"
20250714,22,永悅健康股份有限公司,"1. 探索與蒐集多源資料，進行資料清洗、特徵工程與資料分析
2. 構建與調校機器學習／統計模型（分類、迴歸、時間序列等）
3. 協作工程團隊建構 MLOps，將模型投入生產並進行監控、維運
4. 利用可視化呈現洞察，撰寫技術報告為業務提供策略建議",新北市,資料科學家 Data Scientist,14736614,24.9857782,121.539944,"['數學及電算機科學學科類', '資訊管理相關', '統計學相關']",碩士,無遠距,75000,1,200,數據工程,0,1,服務與專業顧問業,大型,3年以上,"MLOPs, NLP, ETL, Python"
20250605,10,華碩電腦股份有限公司,"1. 全球數據追蹤與分析支援：負責網站與 APP 的數據追蹤需求規劃、執行及維運支援。
2. 數據工具架構佈建、技術諮詢與管理：設計、部署並優化 Google Tag Manager（GTM）、Google Analytics 4（GA4）與",台北市,RD20067 數據分析師 Data Analyst（Google Analytics / Google Tag Manager / AI應用）,12265223,25.1151759,121.515018,"['資訊工程相關', '資訊管理相關']",大學,無遠距,40000,1,,數據工程,1,1,製造業,未知,3年以上,
20250708,20,MyGo商學苑_平安房屋仲介股份有限公司,"我們是由一群具有熱誠、豐富產業經驗、有想法的夥伴，所共同組成的高戰鬥力不動產科技（Proptech）平台開發團隊，正在積極地找尋有熱情、有想法的專業人才。只要您是高手或好手，您~ 就是我們需要的合作夥伴，誠摯地邀請您的加入。

【工作內容】
1. 根據不動產市場機制，建立價格評估模型
2. 根據不動產商品特性，建立潛在客戶名單模型
3. 根據客戶特性，建立推薦的不動產商品模型

【條件要求】
1. 精通演算法
2. 良好的溝通、學習、Debug、邏輯思考能力
3. 程式語言自學經驗
4. 參與過資料視覺化相關專案開發
5. 參與過AI、機器學習相關專案開發
6. 使用 Python、Pandas 及 Django 經驗
7. 開發過 API 系統
8. 有大型語言模型LLM、RAG、NLP等相關專案開發經驗

【加分項目】
1. 參與過 GIS 相關專案開發
2. 參與過網路爬蟲相關專案開發
3. 參與過高營收產品開發
4. 熟悉 Docker Compose 撰寫
5. 熟悉 Docker 建立及管理專案
6. 使用 Azure 經驗
7. 使用 MySQL 或 MongoDB 經驗
8. 使用 Nginx / Apache web server 經驗
9. 使用 socket.io 經驗
10. 使用 crontab 經驗
11. 熟悉 ReactJS 相關 SPA 經驗
12. 熟悉 HTML5, CSS3, ES6+ Javascript
13. 熟悉 Redux
14. 熟悉 Linux 指令
15. 熟悉 NPM, Yarn 管理模組經驗
16. 熟悉 NodeJS
17. 熟悉 Git 開發管理專案",台北市,【MyGo AI大數據】Proptech/Fintech資料科學家/AI 機器學習工程師,14333377,25.0545932,121.5342349,[],大學,無遠距,75000,1,100,數據工程,0,0,服務與專業顧問業,中型,不拘,Python
